form	lemma	xpostag
is	is	[/Adv]
értettem	ért	[/V][Pst.Def.1Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
mit	mi	[/N|Pro|Int][Acc]
akar	akar	[/V][Prs.NDef.3Sg]
elérni	elér	[/V][Inf]
vele	ő	[/N|Pro][Ins][3Sg]
-	-	[Punct]
ezért	ezért	[/Adv|Pro]
döbbentem	döbben	[/V][Pst.NDef.1Sg]
meg	meg	[/Prev]
,	,	[Punct]
mikor	mikor	[/Adv|Pro|Int]
tíz	tíz	[/Num][Nom]
perccel	perc	[/N][Ins]
később	későn	[/Adv][_Comp/Adv]
a	a	[/Det|Art.Def]
folyosón	folyosó	[/N][Supe]
összetalálkoztam	összetalálkozik	[/V][Pst.NDef.1Sg]
a	a	[/Det|Art.Def]
nyomozóval	nyomozó	[/N][Ins]
,	,	[Punct]
idegesen	ideges	[/Adj][_Manner/Adv]
sietett	siet	[/V][Pst.NDef.3Sg]
jelenteni	jelent	[/V][Inf]
a	a	[/Det|Art.Def]
parancsnokának	parancsnok	[/N][Poss.3Sg][Dat]
:	:	[Punct]
#  ref: doc#1794
#  left_length: 17
#  kwic_length: 1
#  right_length: 10
#  sent: Annyira megerősödött a kívánsága a hűvös kövön ülve , hogy nem tudta vagy inkább nem  akarta elképzelni , mi történhetett volna , ha utánanyúl és visszatartja .
Annyira	annyira	[/Adv|Pro]
megerősödött	megerősödik	[/V][Pst.NDef.3Sg]
a	a	[/Det|Art.Def]
kívánsága	kívánság	[/N][Poss.3Sg][Nom]
a	a	[/Det|Art.Def]
hűvös	hűvös	[/Adj][Nom]
kövön	kő	[/N][Supe]
ülve	ül	[/V][_AdvPtcp/Adv]
,	,	[Punct]
hogy	hogy	[/Cnj]
nem	nem	[/Adv]
tudta	tud	[/V][Pst.Def.3Sg]
vagy	vagy	[/Cnj]
inkább	inkább	[/Adv]
nem	nem	[/Adv]
akarta	akar	[/V][Pst.Def.3Sg]
elképzelni	elképzel	[/V][Inf]
,	,	[Punct]
mi	mi	[/N|Pro|Int][Nom]
történhetett	történik	[/V][_Mod/V][Pst.NDef.3Sg]
volna	volna	[/V]
,	,	[Punct]
ha	ha	[/Cnj]
utánanyúl	utánanyúl	[/V][Prs.NDef.3Sg]
és	és	[/Cnj]
visszatartja	visszatart	[/V][Prs.Def.3Sg]
.	.	[Punct]
#  ref: doc#1796
#  left_length: 9
#  kwic_length: 1
#  right_length: 1
#  sent: A macskát nem teszem le , nem  akarom elveszíteni .
A	a	[/Det|Art.Def]
macskát	macska	[/N][Acc]
nem	nem	[/Adv]
teszem	tesz	[/V][Prs.Def.1Sg]
le	le	[/Prev]
,	,	[Punct]
nem	nem	[/Adv]
akarom	akar	[/V][Prs.Def.1Sg]
elveszíteni	elveszít	[/V][Inf]
.	.	[Punct]
#  ref: doc#1805
#  left_length: 72
#  kwic_length: 1
#  right_length: 39
#  sent: " Gondolkodjék , ítéljen ezekről többnyire ki-ki tetszése szerint ; én részemről , ha pénzem lesz valaha kölcsönzésre , nem azt fogom tekinteni adósomban , az erénynek milyen magasságán áll , s hihetőleg valaha a mennyország hányadik grádicsán fog örökkön-örökké vigadni ; hanem micsoda hipotékát adhat nekem , s miképp foghatom üstökénél , s ránthatom ki alóla még a párnát is , ha becsületes és törvényes kamatra adott tőkémet ő  akarná használni csak , míg én addig tán sínylődöm , és szinte instantiával kellene keresnem , ami enyém ; míg ő fényes palotájában azzal tartja fenn , meg kell vallani igen szép s nemes rangját , ami nem övé " .
"	"	[Punct]
Gondolkodjék	gondolkodik	[/V][Sbjv.NDef.3Sg]
,	,	[Punct]
ítéljen	ítél	[/V][Sbjv.NDef.3Sg]
ezekről	ez	[/Det|Pro][Pl][Del]
többnyire	többnyire	[/Adv]
ki-ki	ki-ki	[/N|Pro][Nom]
tetszése	tetszés	[/N][Poss.3Sg][Nom]
szerint	szerint	[/Post]
;	;	[Punct]
én	én	[/N|Pro][1Sg][Nom]
részemről	rész	[/N][Poss.1Sg][Del]
,	,	[Punct]
ha	ha	[/Cnj]
pénzem	pénz	[/N][Poss.1Sg][Nom]
lesz	lesz	[/V][Prs.NDef.3Sg]
valaha	valaha	[/Adv]
kölcsönzésre	kölcsönzés	[/N][Subl]
,	,	[Punct]
nem	nem	[/Adv]
azt	az	[/Det|Pro][Acc]
fogom	fog	[/V][Prs.Def.1Sg]
tekinteni	tekint	[/V][Inf]
adósomban	adósom	[/N][Ine]
,	,	[Punct]
az	az	[/Det|Art.Def]
erénynek	erény	[/N][Dat]
milyen	milyen	[/Adj|Pro|Int][Nom]
magasságán	magasság	[/N][Poss.3Sg][Supe]
áll	áll	[/V][Prs.NDef.3Sg]
,	,	[Punct]
s	s	[/Cnj]
hihetőleg	hihetőleg	[/Adv]
valaha	valaha	[/Adv]
a	a	[/Det|Art.Def]
mennyország	mennyország	[/N][Nom]
hányadik	hány	[/Num|Pro|Int][_Ord/Adj][Nom]
grádicsán	grádics	[/N][Poss.3Sg][Supe]
fog	fog	[/V][Prs.NDef.3Sg]
örökkön-örökké	örökkön-örökké	[/Adv]
vigadni	vigad	[/V][Inf]
;	;	[Punct]
hanem	hanem	[/Cnj]
micsoda	micsoda	[/N|Pro|Int][Nom]
hipotékát	hipotéka	[/N][Acc]
adhat	ad	[/V][_Mod/V][Prs.NDef.3Sg]
nekem	én	[/N|Pro][Dat][1Sg]
,	,	[Punct]
s	s	[/Cnj]
miképp	miképp	[/Adv|Pro|Int]
foghatom	fog	[/V][_Mod/V][Prs.Def.1Sg]
üstökénél	üst	[/N][Pl][AnP][Ade]
,	,	[Punct]
s	s	[/Cnj]
ránthatom	ránt	[/V][_Mod/V][Prs.Def.1Sg]
ki	ki	[/Prev]
alóla	alól	[/N][Poss.3Sg][Nom]
még	még	[/Adv]
a	a	[/Det|Art.Def]
párnát	párna	[/N][Acc]
is	is	[/Adv]
,	,	[Punct]
ha	ha	[/Cnj]
becsületes	becsületes	[/Adj][Nom]
és	és	[/Cnj]
törvényes	törvényes	[/Adj][Nom]
kamatra	kamat	[/N][Subl]
adott	adott	[/Adj][Nom]
tőkémet	tőkém	[/N][Acc]
ő	ő	[/N|Pro][3Sg][Nom]
akarná	akar	[/V][Cond.Def.3Sg]
használni	használ	[/V][Inf]
csak	csak	[/Adv]
,	,	[Punct]
míg	míg	[/Adv|Pro|Rel]
én	én	[/N|Pro][1Sg][Nom]
addig	addig	[/Adv|Pro]
tán	tán	[/Adv]
sínylődöm	sínylődik	[/V][Prs.NDef.1Sg]
,	,	[Punct]
és	és	[/Cnj]
szinte	szinte	[/Adv]
instantiával	instantiá	[/N][Ins]
kellene	kell	[/V][Cond.NDef.3Sg]
keresnem	keres	[/V][Inf.1Sg]
,	,	[Punct]
ami	ami	[/N|Pro|Rel][Nom]
enyém	én	[/N|Pro][AnP][1Sg][Nom]
;	;	[Punct]
míg	míg	[/Adv|Pro|Rel]
ő	ő	[/N|Pro][3Sg][Nom]
fényes	fényes	[/Adj][Nom]
palotájában	palota	[/N][Poss.3Sg][Ine]
azzal	az	[/Det|Pro][Ins]
tartja	tart	[/V][Prs.Def.3Sg]
fenn	fenn	[/Prev]
,	,	[Punct]
meg	meg	[/Prev]
kell	kell	[/V][Prs.NDef.3Sg]
vallani	vall	[/V][Inf]
igen	igen	[/Adv]
szép	szép	[/Adj][Nom]
s	s	[/Cnj]
nemes	nemes	[/Adj][Nom]
rangját	rang	[/N][Poss.3Sg][Acc]
,	,	[Punct]
ami	ami	[/N|Pro|Rel][Nom]
nem	nem	[/Adv]
övé	ő	[/N|Pro][AnP][3Sg][Nom]
"	"	[Punct]
.	.	[Punct]
#  ref: doc#1811
#  left_length: 6
#  kwic_length: 1
#  right_length: 1
#  sent: Én édesapámnak  akartam  örömet szerezni .
Én	én	[/N|Pro][1Sg][Nom]
édesapámnak	édesapa	[/N][Poss.1Sg][Dat]
akartam	akar	[/V][Pst.NDef.1Sg]
örömet	öröm	[/N][Acc]
szerezni	szerez	[/V][Inf]
.	.	[Punct]
#  ref: doc#1816
#  left_length: 7
#  kwic_length: 1
#  right_length: 1
#  sent: Egy feltaláló , aki áruház-igazgató  akar lenni .
Egy	egy	[/Det|Art.NDef]
feltaláló	feltaláló	[/Adj][Nom]
,	,	[Punct]
aki	aki	[/N|Pro|Rel][Nom]
áruház-igazgató	áruház-igazgató	[/N][Nom]
akar	akar	[/V][Prs.NDef.3Sg]
lenni	lesz	[/V][Inf]
.	.	[Punct]
#  ref: doc#1822
#  left_length: 18
#  kwic_length: 1
#  right_length: 1
#  sent: Két embere neki is kezdett a zuhanyozó burkolásának , de a többiek az állványokkal sehogy se  akartak megjelenni .
Két	két	[/Num|Attr][Nom]
embere	ember	[/N][Poss.3Sg][Nom]
neki	neki	[/Adv]
is	is	[/Adv]
kezdett	kezd	[/V][Pst.NDef.3Sg]
a	a	[/Det|Art.Def]
zuhanyozó	zuhanyozó	[/N][Nom]
burkolásának	burkolás	[/N][Poss.3Sg][Dat]
,	,	[Punct]
de	de	[/Cnj]
a	a	[/Det|Art.Def]
többiek	többi	[/Adj|Pro][Pl][Nom]
az	az	[/Det|Art.Def]
állványokkal	állvány	[/N][Pl][Ins]
sehogy	sehogy	[/Adv|Pro]
se	se	[/Adv]
akartak	akar	[/V][Pst.NDef.3Pl]
megjelenni	megjelenik	[/V][Inf]
.	.	[Punct]
#  ref: doc#1928
#  left_length: 5
#  kwic_length: 1
#  right_length: 22
#  sent: Nem  akart  itt ebédelni , nem is igen marasztalták , - ő hívott meg a kitűnő ( bár szintén államosított ) " János bácsihoz " .
Nem	nem	[/Adv]
akart	akar	[/V][Pst.NDef.3Sg]
itt	itt	[/Adv|Pro]
ebédelni	ebédel	[/V][Inf]
,	,	[Punct]
nem	nem	[/Adv]
is	is	[/Adv]
igen	igen	[/Adv]
marasztalták	marasztal	[/V][Pst.Def.3Pl]
,	,	[Punct]
-	-	[Punct]
ő	ő	[/N|Pro][3Sg][Nom]
hívott	hív	[/V][Pst.NDef.3Sg]
meg	meg	[/Prev]
a	a	[/Det|Art.Def]
kitűnő	kitűnő	[/Adj][Nom]
(	(	[Punct]
bár	bár	[/Cnj]
szintén	szintén	[/Adv]
államosított	államosított	[/Adj][Nom]
)	)	[Punct]
"	"	[Punct]
János	jános	[/Adj][Nom]
bácsihoz	bácsi	[/N][All]
"	"	[Punct]
.	.	[Punct]
#  ref: doc#1929
#  left_length: 9
#  kwic_length: 1
#  right_length: 13
#  sent: Amik , ha az ember öntudatában elő  akarnak tolakodni , igyekszik visszanyomni , és saját maga előtt sem akar tudni róla .
Amik	ami	[/N|Pro|Rel][Pl][Nom]
,	,	[Punct]
ha	ha	[/Cnj]
az	az	[/Det|Art.Def]
ember	ember	[/N][Nom]
öntudatában	öntudat	[/N][Poss.3Sg][Ine]
elő	elő	[/Prev]
akarnak	akar	[/V][Prs.NDef.3Pl]
tolakodni	tolakszik	[/V][Inf]
,	,	[Punct]
igyekszik	igyekszik	[/V][Prs.NDef.3Sg]
visszanyomni	visszanyom	[/V][Inf]
,	,	[Punct]
és	és	[/Cnj]
saját	saját	[/Adj][Nom]
maga	maga	[/N|Pro][3Sg][Nom]
előtt	előtt	[/Post]
sem	sem	[/Adv]
akar	akar	[/V][Prs.NDef.3Sg]
tudni	tud	[/V][Inf]
róla	ő	[/N|Pro][Del][3Sg]
.	.	[Punct]
#  ref: doc#1930
#  left_length: 18
#  kwic_length: 1
#  right_length: 19
#  sent: ( Ebből a tényből , melyre biztosan emlékszem , gondolom , hogy nyilván együtt , hármasban  akartunk visszautazni Pestre ... mert nekem mellesleg az is fontos volt , hogy Erzsike az én kalauzolásommal lássa Németországot . )
(	(	[Punct]
Ebből	ez	[/Det|Pro][Ela]
a	a	[/Det|Art.Def]
tényből	tény	[/N][Ela]
,	,	[Punct]
melyre	amely	[/N|Pro|Rel][Subl]
biztosan	biztos	[/Adj][_Manner/Adv]
emlékszem	emlékszik	[/V][Prs.NDef.1Sg]
,	,	[Punct]
gondolom	gondol	[/V][Prs.Def.1Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
nyilván	nyilván	[/Adv]
együtt	együtt	[/Adv]
,	,	[Punct]
hármasban	hármas	[/N][Ine]
akartunk	akar	[/V][Pst.NDef.1Pl]
visszautazni	visszautazik	[/V][Inf]
Pestre	Pest	[/N][Subl]
...	...	[Punct]
mert	mert	[/Cnj]
nekem	én	[/N|Pro][Dat][1Sg]
mellesleg	mellesleg	[/Adv]
az	az	[/Det|Pro][Nom]
is	is	[/Adv]
fontos	fontos	[/Adj][Nom]
volt	van	[/V][Pst.NDef.3Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
Erzsike	Erzsike	[/N][Nom]
az	az	[/Det|Art.Def]
én	én	[/N|Pro][1Sg][Nom]
kalauzolásommal	kalauzolás	[/N][Poss.1Sg][Ins]
lássa	lát	[/V][Sbjv.Def.3Sg]
Németországot	Németország	[/N][Acc]
.	.	[Punct]
)	)	[Punct]
#  ref: doc#2012
#  left_length: 23
#  kwic_length: 1
#  right_length: 1
#  sent: Vagyis estébe kezdett hajlani az idő ; s az idővel a gondolat is , mely az embert a nap után békességgel  akarja lenyugtatni .
Vagyis	vagyis	[/Cnj]
estébe	est	[/N][AnP][Ill]
kezdett	kezd	[/V][Pst.NDef.3Sg]
hajlani	hajlik	[/V][Inf]
az	az	[/Det|Art.Def]
idő	idő	[/N][Nom]
;	;	[Punct]
s	s	[/Cnj]
az	az	[/Det|Art.Def]
idővel	idő	[/N][Ins]
a	a	[/Det|Art.Def]
gondolat	gondolat	[/N][Nom]
is	is	[/Adv]
,	,	[Punct]
mely	amely	[/Det|Pro|Rel]
az	az	[/Det|Art.Def]
embert	ember	[/N][Acc]
a	a	[/Det|Art.Def]
nap	nap	[/N][Nom]
után	után	[/Post]
békességgel	békesség	[/N][Ins]
akarja	akar	[/V][Prs.Def.3Sg]
lenyugtatni	lenyugtat	[/V][Inf]
.	.	[Punct]
#  ref: doc#2035
#  left_length: 17
#  kwic_length: 1
#  right_length: 3
#  sent: - Talán olyasmit ígért valakinek , hogy tűzbe teszi a kezét egy megoldásért , és az illető emlékeztetni akarta  .
-	-	[Punct]
Talán	talán	[/Adv]
olyasmit	olyasmi	[/Adj|Pro][Acc]
ígért	ígér	[/V][Pst.NDef.3Sg]
valakinek	valaki	[/N|Pro][Dat]
,	,	[Punct]
hogy	hogy	[/Cnj]
tűzbe	tűz	[/N][Ill]
teszi	tesz	[/V][Prs.Def.3Sg]
a	a	[/Det|Art.Def]
kezét	kéz	[/N][Poss.3Sg][Acc]
egy	egy	[/Det|Art.NDef]
megoldásért	megoldás	[/N][Cau]
,	,	[Punct]
és	és	[/Cnj]
az	az	[/Det|Art.Def]
illető	illető	[/N][Nom]
emlékeztetni	emlékez	[/V][_Caus/V][Inf]
akarta	akar	[/V][Pst.Def.3Sg]
.	.	[Punct]
#  ref: doc#2037
#  left_length: 31
#  kwic_length: 1
#  right_length: 7
#  sent: Feltehetően az a kék Cuore robbant fel Patrickkel , amelyik engem követett , amelyikből a fiatal fiú kiszállt , aztán ... nem tudom ... mennyiben tudott vagy  akart  utánam menni ott a " túloldali világban " .
Feltehetően	feltehető	[/Adj][_Manner/Adv]
az	az	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
kék	kék	[/Adj][Nom]
Cuore	Cuore	[/N][Nom]
robbant	robban	[/V][Pst.NDef.3Sg]
fel	fel	[/Prev]
Patrickkel	Patrick	[/N][Ins]
,	,	[Punct]
amelyik	amelyik	[/N|Pro|Rel][Nom]
engem	én	[/N|Pro][1Sg][Acc]
követett	követ	[/V][Pst.NDef.3Sg]
,	,	[Punct]
amelyikből	amelyik	[/N|Pro|Rel][Ela]
a	a	[/Det|Art.Def]
fiatal	fiatal	[/Adj][Nom]
fiú	fiú	[/N][Nom]
kiszállt	kiszáll	[/V][Pst.NDef.3Sg]
,	,	[Punct]
aztán	aztán	[/Adv|Pro]
...	...	[Punct]
nem	nem	[/Adv]
tudom	tud	[/V][Prs.Def.1Sg]
...	...	[Punct]
mennyiben	mennyi	[/Num|Pro|Int][Ine]
tudott	tud	[/V][Pst.NDef.3Sg]
vagy	vagy	[/Cnj]
akart	akar	[/V][Pst.NDef.3Sg]
utánam	után	[/Post][1Sg]
menni	megy	[/V][Inf]
ott	ott	[/Adv|Pro]
a	a	[/Det|Art.Def]
"	"	[Punct]
túloldali	túloldali	[/Adj][Nom]
világban	világ	[/N][Ine]
"	"	[Punct]
.	.	[Punct]
#  ref: doc#2054
#  left_length: 6
#  kwic_length: 1
#  right_length: 8
#  sent: Mrs. Sadle szinte még akkor is radírozni akart  benne valamit , amikor megkötöztem .
Mrs.	Mrs.	[/X|Abbr][Punct]
Sadle	Sadle	[/N][Nom]
szinte	szinte	[/Adv]
még	még	[/Adv]
akkor	akkor	[/Adv|Pro]
is	is	[/Adv]
radírozni	radíroz	[/V][Inf]
akart	akar	[/V][Pst.NDef.3Sg]
benne	ő	[/N|Pro][Ine][3Sg]
valamit	valami	[/N|Pro][Acc]
,	,	[Punct]
amikor	amikor	[/Adv|Pro|Rel]
megkötöztem	megkötöz	[/V][Pst.NDef.1Sg]
.	.	[Punct]
#  ref: doc#2068
#  left_length: 5
#  kwic_length: 1
#  right_length: 3
#  sent: - Én nem  akarom megkínozni - mondtam .
-	-	[Punct]
Én	én	[/N|Pro][1Sg][Nom]
nem	nem	[/Adv]
akarom	akar	[/V][Prs.Def.1Sg]
megkínozni	megkínoz	[/V][Inf]
-	-	[Punct]
mondtam	mond	[/V][Pst.Def.1Sg]
.	.	[Punct]
#  ref: doc#2115
#  left_length: 9
#  kwic_length: 1
#  right_length: 16
#  sent: Na most anélkül , hogy nagy szavakat  akarnék használni , annyit azért megjegyeznék , hogy a méz a világ legegyetemesebb s egyben legmagyarabb szubsztanciája .
Na	na	[/Inj-Utt]
most	most	[/Adv]
anélkül	anélkül	[/Adv|Pro]
,	,	[Punct]
hogy	hogy	[/Cnj]
nagy	nagy	[/Adj][Nom]
szavakat	szó	[/N][Pl][Acc]
akarnék	akar	[/V][Cond.NDef.1Sg]
használni	használ	[/V][Inf]
,	,	[Punct]
annyit	annyi	[/Num|Pro][Acc]
azért	azért	[/Cnj]
megjegyeznék	megjegyez	[/V][Cond.NDef.1Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
a	a	[/Det|Art.Def]
méz	méz	[/N][Nom]
a	a	[/Det|Art.Def]
világ	világ	[/N][Nom]
legegyetemesebb	egyetemes	[/Supl][/Adj][_Comp/Adj][Nom]
s	s	[/Cnj]
egyben	egyben	[/Adv]
legmagyarabb	magyar	[/Supl][/Adj][_Comp/Adj][Nom]
szubsztanciája	szubsztancia	[/N][Poss.3Sg][Nom]
.	.	[Punct]
#  ref: doc#2137
#  left_length: 28
#  kwic_length: 1
#  right_length: 9
#  sent: Ezek után , tisztelt Országgyűlés , az , hogy itt az igazságügy-miniszter korrupcióellenes programot hirdet , az , hogy a miniszterelnök úr a köztisztviselőknél  akar  vagyonnyilatkozatot bevezetni , mind-mind hiteltelen marad , tisztelt kormánypárti képviselőtársaim .
Ezek	ez	[/Det|Pro][Pl][Nom]
után	után	[/Post]
,	,	[Punct]
tisztelt	tisztelt	[/Adj][Nom]
Országgyűlés	országgyűlés	[/N][Nom]
,	,	[Punct]
az	az	[/Det|Pro][Nom]
,	,	[Punct]
hogy	hogy	[/Cnj]
itt	itt	[/Adv|Pro]
az	az	[/Det|Art.Def]
igazságügy-miniszter	igazságügy-miniszter	[/N][Nom]
korrupcióellenes	korrupcióellenes	[/Adj][Nom]
programot	program	[/N][Acc]
hirdet	hirdet	[/V][Prs.NDef.3Sg]
,	,	[Punct]
az	az	[/Det|Pro][Nom]
,	,	[Punct]
hogy	hogy	[/Cnj]
a	a	[/Det|Art.Def]
miniszterelnök	miniszterelnök	[/N][Nom]
úr	úr	[/N][Nom]
a	a	[/Det|Art.Def]
köztisztviselőknél	köztisztviselő	[/N][Pl][Ade]
akar	akar	[/V][Prs.NDef.3Sg]
vagyonnyilatkozatot	vagyonnyilatkozat	[/N][Acc]
bevezetni	bevezet	[/V][Inf]
,	,	[Punct]
mind-mind	mind-mind	[/N|Pro][Nom]
hiteltelen	hiteltelen	[/Adj][Nom]
marad	marad	[/V][Prs.NDef.3Sg]
,	,	[Punct]
tisztelt	tisztelt	[/Adj][Nom]
kormánypárti	kormánypárti	[/Adj][Nom]
képviselőtársaim	képviselőtárs	[/N][Pl.Poss.1Sg][Nom]
.	.	[Punct]
#  ref: doc#2137
#  left_length: 17
#  kwic_length: 1
#  right_length: 39
#  sent: Jelen állítás az Interauditor Kft. felmérésén nyugszik , s reményemet fejezem ki , hogy nem  akarunk odaajándékozni régi , önkormányzatokat megillető másfél milliárdos vagyont csak a Dégáz területén az azt eddig is rosszhiszeműen használó , afölött tulajdonnal egyébként nem bíró külföldi érdekeltségeknek csak azért , hogy utólag palástoljuk egyesek 1993-ban , mások 1995-ben elkövetett hibáit .
Jelen	jelen	[/Adj|Attr][Nom]
állítás	állítás	[/N][Nom]
az	az	[/Det|Art.Def]
Interauditor	interauditor	[/N][Nom]
Kft.	kft.	[/N][Nom][Punct]
felmérésén	felmérés	[/N][Poss.3Sg][Supe]
nyugszik	nyugszik	[/V][Prs.NDef.3Sg]
,	,	[Punct]
s	s	[/Cnj]
reményemet	remény	[/N][Poss.1Sg][Acc]
fejezem	fejez	[/V][Prs.Def.1Sg]
ki	ki	[/Prev]
,	,	[Punct]
hogy	hogy	[/Cnj]
nem	nem	[/Adv]
akarunk	akar	[/V][Prs.NDef.1Pl]
odaajándékozni	odaajándékoz	[/V][Inf]
régi	régi	[/Adj][Nom]
,	,	[Punct]
önkormányzatokat	önkormányzat	[/N][Pl][Acc]
megillető	megillető	[/Adj][Nom]
másfél	másfél	[/Num][Nom]
milliárdos	milliárdos	[/Adj][Nom]
vagyont	vagyon	[/N][Acc]
csak	csak	[/Adv]
a	a	[/Det|Art.Def]
Dégáz	Dégáz	[/N][Nom]
területén	terület	[/N][Poss.3Sg][Supe]
az	az	[/Det|Art.Def]
azt	az	[/Det|Pro][Acc]
eddig	eddig	[/Adv|Pro]
is	is	[/Adv]
rosszhiszeműen	rosszhiszemű	[/Adj][_Manner/Adv]
használó	használó	[/Adj][Nom]
,	,	[Punct]
afölött	afölött	[/Adv|Pro]
tulajdonnal	tulajdon	[/N][Ins]
egyébként	egyébként	[/Adv]
nem	nem	[/Adv]
bíró	bíró	[/Adj][Nom]
külföldi	külföldi	[/Adj][Nom]
érdekeltségeknek	érdekeltség	[/N][Pl][Dat]
csak	csak	[/Adv]
azért	az	[/Det|Pro][Cau]
,	,	[Punct]
hogy	hogy	[/Cnj]
utólag	utólag	[/Adv]
palástoljuk	palástol	[/V][Prs.Def.1Pl]
egyesek	egyes	[/N][Pl][Nom]
1993-ban	1993	[/Num|Digit][Ine]
,	,	[Punct]
mások	más	[/N|Pro][Pl][Nom]
1995-ben	1995	[/Num|Digit][Ine]
elkövetett	elkövetett	[/Adj][Nom]
hibáit	hiba	[/N][Pl.Poss.3Sg][Acc]
.	.	[Punct]
#  ref: doc#2138
#  left_length: 12
#  kwic_length: 1
#  right_length: 15
#  sent: Hallgatva a vitát , úgy tűnik nekem , mintha lassan azon is vitatkozni akarnánk  , hogy az önkormányzatok a maguk megkezdett beruházásait vajon rendesen csinálják -e .
Hallgatva	hallgat	[/V][_AdvPtcp/Adv]
a	a	[/Det|Art.Def]
vitát	vita	[/N][Acc]
,	,	[Punct]
úgy	úgy	[/Adv|Pro]
tűnik	tűnik	[/V][Prs.NDef.3Sg]
nekem	én	[/N|Pro][Dat][1Sg]
,	,	[Punct]
mintha	mintha	[/Cnj]
lassan	lassú	[/Adj][_Manner/Adv]
azon	az	[/Det|Pro][Supe]
is	is	[/Adv]
vitatkozni	vitatkozik	[/V][Inf]
akarnánk	akar	[/V][Cond.Def.1Pl]
,	,	[Punct]
hogy	hogy	[/Cnj]
az	az	[/Det|Art.Def]
önkormányzatok	önkormányzat	[/N][Pl][Nom]
a	a	[/Det|Art.Def]
maguk	maga	[/N|Pro][3Pl][Nom]
megkezdett	megkezdett	[/Adj][Nom]
beruházásait	beruházás	[/N][Pl.Poss.3Sg][Acc]
vajon	vajon	[/Adv]
rendesen	rendes	[/Adj][_Manner/Adv]
csinálják	csinál	[/V][Prs.Def.3Pl]
-e	-e	[/QPtcl]
.	.	[Punct]
#  ref: doc#2139
#  left_length: 6
#  kwic_length: 1
#  right_length: 10
#  sent: Természetesen nem  akarok  senkit lebeszélni arról , hogy ilyen módon adjon hangot a véleményének ...
Természetesen	természetes	[/Adj][_Manner/Adv]
nem	nem	[/Adv]
akarok	akar	[/V][Prs.NDef.1Sg]
senkit	senki	[/N|Pro][Acc]
lebeszélni	lebeszél	[/V][Inf]
arról	az	[/Det|Pro][Del]
,	,	[Punct]
hogy	hogy	[/Cnj]
ilyen	ilyen	[/Adj|Pro][Nom]
módon	mód	[/N][Supe]
adjon	ad	[/V][Sbjv.NDef.3Sg]
hangot	hang	[/N][Acc]
a	a	[/Det|Art.Def]
véleményének	vélemény	[/N][Poss.3Sg][Dat]
...	...	[Punct]
#  ref: doc#2140
#  left_length: 19
#  kwic_length: 1
#  right_length: 5
#  sent: Emiatt e törvényjavaslatot nem lehet elfogadni , ezt a történetszemléletet , amelyet önök erre az országra rá  akarnak erőltetni , nem lehet elfogadni .
Emiatt	emiatt	[/Adv|Pro]
e	e	[/Det|Pro|def]
törvényjavaslatot	törvényjavaslat	[/N][Acc]
nem	nem	[/Adv]
lehet	van	[/V][_Mod/V][Prs.NDef.3Sg]
elfogadni	elfogad	[/V][Inf]
,	,	[Punct]
ezt	ez	[/Det|Pro][Acc]
a	a	[/Det|Art.Def]
történetszemléletet	történetszemlélet	[/N][Acc]
,	,	[Punct]
amelyet	amely	[/N|Pro|Rel][Acc]
önök	ön	[/N|Pro][Pl][Nom]
erre	ez	[/Det|Pro][Subl]
az	az	[/Det|Art.Def]
országra	ország	[/N][Subl]
rá	ő	[/N|Pro][Subl][3Sg]
akarnak	akar	[/V][Prs.NDef.3Pl]
erőltetni	erőltet	[/V][Inf]
,	,	[Punct]
nem	nem	[/Adv]
lehet	van	[/V][_Mod/V][Prs.NDef.3Sg]
elfogadni	elfogad	[/V][Inf]
.	.	[Punct]
#  ref: doc#2141
#  left_length: 16
#  kwic_length: 1
#  right_length: 8
#  sent: Nem akarja elhinni , ha három hónapja nem kapott fizetést , s ezért bírósághoz  akar fordulni , akkor kirúghatják és a szemébe röhöghetnek .
Nem	nem	[/Adv]
akarja	akar	[/V][Prs.Def.3Sg]
elhinni	elhisz	[/V][Inf]
,	,	[Punct]
ha	ha	[/Cnj]
három	három	[/Num][Nom]
hónapja	hónap	[/N][Poss.3Sg][Nom]
nem	nem	[/Adv]
kapott	kap	[/V][Pst.NDef.3Sg]
fizetést	fizetés	[/N][Acc]
,	,	[Punct]
s	s	[/Cnj]
ezért	ezért	[/Adv|Pro]
bírósághoz	bíróság	[/N][All]
akar	akar	[/V][Prs.NDef.3Sg]
fordulni	fordul	[/V][Inf]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
kirúghatják	kirúg	[/V][_Mod/V][Prs.Def.3Pl]
és	és	[/Cnj]
a	a	[/Det|Art.Def]
szemébe	szem	[/N][Poss.3Sg][Ill]
röhöghetnek	röhög	[/V][_Mod/V][Prs.NDef.3Pl]
.	.	[Punct]
#  ref: doc#2141
#  left_length: 10
#  kwic_length: 1
#  right_length: 29
#  sent: Végül , abba a kérdésbe nem  akarok  külön belebocsátkozni - mert nem ismerem a tényeket , nem tudom , hogy valós -e vagy nem valós -, hogy előfordult -e , hogy miniszternek írt levél esetleg megválaszolatlanul maradt .
