form	lemma	xpostag
apam	apa	[/N][Nom]
es	es	[/X]
ne	ne	[/Adv]
engedd	enged	[/V][Sbjv.Def.2Sg]
hogy	hogy	[/Cnj]
valami	valami	[/N][Nom]
maildroid	maildroid	[/N][Nom]
vagy	vagy	[/Cnj]
egy	egy	[/Det|Art.NDef]
unott	unott	[/Adj][Nom]
csirke	csirke	[/N][Nom]
lerazzon	leraz	[/V][Sbjv.NDef.3Sg]
.	.	[Punct]
tunj	tugy	[/V][Sbjv.NDef.2Sg]
ki	ki	[/Prev]
a	a	[/Det|Art.Def]
reklamalok	reklamalo	[/N][Pl][Nom]
tengerebol	tengerebol	[/V][Prs.NDef.3Sg]
:	:	[Punct]
D	D	[/N][Nom]
#  ref: doc#2773
#  left_length: 6
#  kwic_length: 1
#  right_length: 2
#  sent: A patak régi meséket  akar csobogni neki .
A	a	[/Det|Art.Def]
patak	patak	[/N][Nom]
régi	régi	[/Adj][Nom]
meséket	mese	[/N][Pl][Acc]
akar	akar	[/V][Prs.NDef.3Sg]
csobogni	csobog	[/V][Inf]
neki	neki	[/Adv]
.	.	[Punct]
#  ref: doc#2774
#  left_length: 3
#  kwic_length: 1
#  right_length: 1
#  sent: Ne  akarjon aludni .
Ne	ne	[/Adv]
akarjon	akar	[/V][Sbjv.NDef.3Sg]
aludni	alszik	[/V][Inf]
.	.	[Punct]
#  ref: doc#2774
#  left_length: 8
#  kwic_length: 1
#  right_length: 44
#  sent: 5. LÉPÉS : CIVIL KURÁZSIRÓL Nem  akarom megbántani a jószándékú civil kurázsit , de aki nem tud segíteni , azzal is segíthet ha " okoskodásával " nem hátráltatja az egységes pénzügyi platform kialakítását olyan nagy horderejű szakmai kérdésben amihez sem szakképzettsége , sem banküzemi ismerete és tapasztalata nincsen ( ... ) .
5.	5	[/Num|Digit][_Ord/Adj][Nom][]
LÉPÉS	lépés	[/N][Nom]
:	:	[Punct]
CIVIL	civil	[/Adj][Nom]
KURÁZSIRÓL	kurázsi	[/N][Del]
Nem	nem	[/Adv]
akarom	akar	[/V][Prs.Def.1Sg]
megbántani	megbánt	[/V][Inf]
a	a	[/Det|Art.Def]
jószándékú	jószándékú	[/Adj][Nom]
civil	civil	[/Adj][Nom]
kurázsit	kurázsi	[/N][Acc]
,	,	[Punct]
de	de	[/Cnj]
aki	aki	[/N|Pro|Rel][Nom]
nem	nem	[/Adv]
tud	tud	[/V][Prs.NDef.3Sg]
segíteni	segít	[/V][Inf]
,	,	[Punct]
azzal	az	[/Det|Pro][Ins]
is	is	[/Adv]
segíthet	segít	[/V][_Mod/V][Prs.NDef.3Sg]
ha	ha	[/Cnj]
"	"	[Punct]
okoskodásával	okoskodás	[/N][Poss.3Sg][Ins]
"	"	[Punct]
nem	nem	[/Adv]
hátráltatja	hátráltat	[/V][Prs.Def.3Sg]
az	az	[/Det|Art.Def]
egységes	egységes	[/Adj][Nom]
pénzügyi	pénzügyi	[/Adj][Nom]
platform	platform	[/N][Nom]
kialakítását	kialakítás	[/N][Poss.3Sg][Acc]
olyan	olyan	[/Adj|Pro][Nom]
nagy	nagy	[/Adj][Nom]
horderejű	horderejű	[/Adj][Nom]
szakmai	szakmai	[/Adj][Nom]
kérdésben	kérdés	[/N][Ine]
amihez	ami	[/N|Pro|Rel][All]
sem	sem	[/Adv]
szakképzettsége	szakképzettség	[/N][Poss.3Sg][Nom]
,	,	[Punct]
sem	sem	[/Cnj]
banküzemi	banküzemi	[/Adj][Nom]
ismerete	ismeret	[/N][Poss.3Sg][Nom]
és	és	[/Cnj]
tapasztalata	tapasztalat	[/N][Poss.3Sg][Nom]
nincsen	nincs	[/V][Prs.NDef.3Sg]
(	(	[Punct]
...	...	[Punct]
)	)	[Punct]
.	.	[Punct]
#  ref: doc#2775
#  left_length: 5
#  kwic_length: 1
#  right_length: 1
#  sent: vagy nem is  akarnak válaszolni
vagy	vagy	[/Cnj]
nem	nem	[/Adv]
is	is	[/Adv]
akarnak	akar	[/V][Prs.NDef.3Pl]
válaszolni	válaszol	[/V][Inf]
#  ref: doc#2778
#  left_length: 16
#  kwic_length: 1
#  right_length: 1
#  sent: Ma neki láttam a 28-as blokkjának , hát a főtengelycsapágy igen csak megszivatott alig  akartak lejönni !
Ma	ma	[/Adv]
neki	neki	[/Adv]
láttam	lát	[/V][Pst.Def.1Sg]
a	a	[/Det|Art.Def]
28-as	28-as	[/Adj][Nom]
blokkjának	blokk	[/N][Poss.3Sg][Dat]
,	,	[Punct]
hát	hát	[/Cnj]
a	a	[/Det|Art.Def]
főtengelycsapágy	főtengelycsapágy	[/N][Nom]
igen	igen	[/Adv]
csak	csak	[/Adv]
megszivatott	megszivat	[/V][Pst.NDef.3Sg]
alig	alig	[/Adv]
akartak	akar	[/V][Pst.NDef.3Pl]
lejönni	lejön	[/V][Inf]
!	!	[Punct]
#  ref: doc#2779
#  left_length: 9
#  kwic_length: 1
#  right_length: 1
#  sent: Hozzákeverik , csak én finoman  akartam  magam kifejezni .
Hozzákeverik	hozzákever	[/V][Prs.Def.3Pl]
,	,	[Punct]
csak	csak	[/Adv]
én	én	[/N|Pro][1Sg][Nom]
finoman	finom	[/Adj][_Manner/Adv]
akartam	akar	[/V][Pst.NDef.1Sg]
magam	maga	[/N|Pro][1Sg][Nom]
kifejezni	kifejez	[/V][Inf]
.	.	[Punct]
#  ref: doc#2779
#  left_length: 5
#  kwic_length: 1
#  right_length: 44
#  sent: Ha a szolgáltatásaiból  akar megélni , akkor kérjen érte pénzt , ne ilyen hátulról jövő , ingyenesnek látszani akaró szolgáltatásokkal álljon elő , és ne sírjon , ha valakinek nem kellenek a reklámjai ( egyébként meg nem is sírnak , csak pár okostojás adja elő magát időnként ) .
Ha	ha	[/Cnj]
a	a	[/Det|Art.Def]
szolgáltatásaiból	szolgáltatás	[/N][Pl.Poss.3Sg][Ela]
akar	akar	[/V][Prs.NDef.3Sg]
megélni	megél	[/V][Inf]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
kérjen	kér	[/V][Sbjv.NDef.3Sg]
érte	ő	[/N|Pro][Cau][3Sg]
pénzt	pénz	[/N][Acc]
,	,	[Punct]
ne	ne	[/Adv]
ilyen	ilyen	[/Adj|Pro][Nom]
hátulról	hátulról	[/Adv]
jövő	jövő	[/Adj][Nom]
,	,	[Punct]
ingyenesnek	ingyenes	[/Adj][Dat]
látszani	látszik	[/V][Inf]
akaró	akaró	[/Adj][Nom]
szolgáltatásokkal	szolgáltatás	[/N][Pl][Ins]
álljon	áll	[/V][Sbjv.NDef.3Sg]
elő	elő	[/Prev]
,	,	[Punct]
és	és	[/Cnj]
ne	ne	[/Adv]
sírjon	sír	[/V][Sbjv.NDef.3Sg]
,	,	[Punct]
ha	ha	[/Cnj]
valakinek	valaki	[/N|Pro][Dat]
nem	nem	[/Adv]
kellenek	kell	[/V][Prs.NDef.3Pl]
a	a	[/Det|Art.Def]
reklámjai	reklám	[/N][Pl.Poss.3Sg][Nom]
(	(	[Punct]
egyébként	egyébként	[/Adv]
meg	meg	[/Cnj]
nem	nem	[/Adv]
is	is	[/Adv]
sírnak	sír	[/V][Prs.NDef.3Pl]
,	,	[Punct]
csak	csak	[/Adv]
pár	pár	[/Num][Nom]
okostojás	okostojás	[/N][Nom]
adja	ad	[/V][Prs.Def.3Sg]
elő	elő	[/Prev]
magát	maga	[/N|Pro][3Sg][Acc]
időnként	időnként	[/Adv]
)	)	[Punct]
.	.	[Punct]
#  ref: doc#2785
#  left_length: 27
#  kwic_length: 1
#  right_length: 1
#  sent: ÉN : És mintha ez még nem lett volna elég , mikor hazaértem és pihenni szerettem volna , beleültem az új masszázsfotelomba az pedig nem  akart bekapcsolni .
ÉN	én	[/N|Pro][1Sg][Nom]
:	:	[Punct]
És	és	[/Cnj]
mintha	mintha	[/Cnj]
ez	ez	[/Det|Pro][Nom]
még	még	[/Adv]
nem	nem	[/Adv]
lett	lesz	[/V][Pst.NDef.3Sg]
volna	volna	[/V]
elég	elég	[/Adv]
,	,	[Punct]
mikor	mikor	[/Adv|Pro|Int]
hazaértem	hazaér	[/V][Pst.NDef.1Sg]
és	és	[/Cnj]
pihenni	pihen	[/V][Inf]
szerettem	szeret	[/V][Pst.NDef.1Sg]
volna	volna	[/V]
,	,	[Punct]
beleültem	beleül	[/V][Pst.NDef.1Sg]
az	az	[/Det|Art.Def]
új	új	[/Adj][Nom]
masszázsfotelomba	masszázsfotel	[/N][Poss.1Sg][Ill]
az	az	[/Det|Pro][Nom]
pedig	pedig	[/Cnj]
nem	nem	[/Adv]
akart	akar	[/V][Pst.NDef.3Sg]
bekapcsolni	bekapcsol	[/V][Inf]
.	.	[Punct]
#  ref: doc#2788
#  left_length: 7
#  kwic_length: 1
#  right_length: 7
#  sent: A testület azt már nem  akarta bevállalni , ezért inkább visszamondták a projektet .
A	a	[/Det|Art.Def]
testület	testület	[/N][Nom]
azt	az	[/Det|Pro][Acc]
már	már	[/Adv]
nem	nem	[/Adv]
akarta	akar	[/V][Pst.Def.3Sg]
bevállalni	bevállal	[/V][Inf]
,	,	[Punct]
ezért	ezért	[/Adv|Pro]
inkább	inkább	[/Adv]
visszamondták	visszamond	[/V][Pst.Def.3Pl]
a	a	[/Det|Art.Def]
projektet	projekt	[/N][Acc]
.	.	[Punct]
#  ref: doc#2796
#  left_length: 19
#  kwic_length: 1
#  right_length: 1
#  sent: A nyomorúságos Brooklyn környékén nőtt fel , s mint minden ottani srác , ő is híres baseball-játékos  akart lenni .
A	a	[/Det|Art.Def]
nyomorúságos	nyomorúságos	[/Adj][Nom]
Brooklyn	Brooklyn	[/N][Nom]
környékén	környék	[/N][Poss.3Sg][Supe]
nőtt	nő	[/V][Pst.NDef.3Sg]
fel	fel	[/Prev]
,	,	[Punct]
s	s	[/Cnj]
mint	mint	[/Cnj]
minden	minden	[/N|Pro][Nom]
ottani	ottani	[/Adj|Pro][Nom]
srác	srác	[/N][Nom]
,	,	[Punct]
ő	ő	[/N|Pro][3Sg][Nom]
is	is	[/Adv]
híres	híres	[/Adj][Nom]
baseball-játékos	baseball-játékos	[/N][Nom]
akart	akar	[/V][Pst.NDef.3Sg]
lenni	lesz	[/V][Inf]
.	.	[Punct]
#  ref: doc#2796
#  left_length: 6
#  kwic_length: 1
#  right_length: 21
#  sent: Őrültség , amikor el  akarod engedni , de még mindig kitartasz mellette , és amikor pedig tovább akarsz lépni , de ott maradsz , ahol elkezdted .
Őrültség	őrültség	[/N][Nom]
,	,	[Punct]
amikor	amikor	[/Adv|Pro|Rel]
el	el	[/Prev]
akarod	akar	[/V][Prs.Def.2Sg]
engedni	enged	[/V][Inf]
,	,	[Punct]
de	de	[/Cnj]
még	még	[/Adv]
mindig	mindig	[/Adv]
kitartasz	kitart	[/V][Prs.NDef.2Sg]
mellette	mellett	[/Post][3Sg]
,	,	[Punct]
és	és	[/Cnj]
amikor	amikor	[/Adv|Pro|Rel]
pedig	pedig	[/Cnj]
tovább	tovább	[/Prev]
akarsz	akar	[/V][Prs.NDef.2Sg]
lépni	lép	[/V][Inf]
,	,	[Punct]
de	de	[/Cnj]
ott	ott	[/Adv|Pro]
maradsz	marad	[/V][Prs.NDef.2Sg]
,	,	[Punct]
ahol	ahol	[/Adv|Pro|Rel]
elkezdted	elkezd	[/V][Pst.Def.2Sg]
.	.	[Punct]
#  ref: doc#2797
#  left_length: 12
#  kwic_length: 1
#  right_length: 1
#  sent: Legbelül ő is csak egy félénk lány , aki erősnek  akar tűnni .
Legbelül	legbelül	[/Adv]
ő	ő	[/N|Pro][3Sg][Nom]
is	is	[/Adv]
csak	csak	[/Adv]
egy	egy	[/Det|Art.NDef]
félénk	félénk	[/Adj][Nom]
lány	lány	[/N][Nom]
,	,	[Punct]
aki	aki	[/N|Pro|Rel][Nom]
erősnek	erős	[/Adj][Dat]
akar	akar	[/V][Prs.NDef.3Sg]
tűnni	tűnik	[/V][Inf]
.	.	[Punct]
#  ref: doc#2798
#  left_length: 5
#  kwic_length: 1
#  right_length: 4
#  sent: Az MSZP le  akar győzni titeket a választáson .
Az	az	[/Det|Art.Def]
MSZP	MSZP	[/N][Nom]
le	le	[/Prev]
akar	akar	[/V][Prs.NDef.3Sg]
győzni	győz	[/V][Inf]
titeket	ti	[/N|Pro][2][Pl][Acc]
a	a	[/Det|Art.Def]
választáson	választás	[/N][Supe]
.	.	[Punct]
#  ref: doc#2804
#  left_length: 12
#  kwic_length: 1
#  right_length: 1
#  sent: - Bátyám én ügyvéd vagyok , és nem  akarok  magával pereskedni !
-	-	[Punct]
Bátyám	bátya	[/N][Poss.1Sg][Nom]
én	én	[/N|Pro][1Sg][Nom]
ügyvéd	ügyvéd	[/N][Nom]
vagyok	van	[/V][Prs.NDef.1Sg]
,	,	[Punct]
és	és	[/Cnj]
nem	nem	[/Adv]
akarok	akar	[/V][Prs.NDef.1Sg]
magával	maga	[/N|Pro][3Sg][Ins]
pereskedni	pereskedik	[/V][Inf]
!	!	[Punct]
#  ref: doc#2808
#  left_length: 7
#  kwic_length: 1
#  right_length: 28
#  sent: Miközben napról-napra alakulnak társadalmi elkötelezettségű és másokért tenni akaró  úgynevezett ingyenes adó ( másoknak ellenszolgáltatás nélkül anyagi és erkölcsi értéket nyújtó ) közösségek , a globálissá terebélyesedő mozgalmak koordinálása professzionalista irányítást , szervezést igényel .
Miközben	miközben	[/Adv|Pro|Rel]
napról-napra	nap-nap	[/N][Subl]
alakulnak	alakul	[/V][Prs.NDef.3Pl]
társadalmi	társadalmi	[/Adj][Nom]
elkötelezettségű	elkötelezettségű	[/Adj][Nom]
és	és	[/Cnj]
másokért	más	[/N|Pro][Pl][Cau]
tenni	tesz	[/V][Inf]
akaró	akaró	[/Adj][Nom]
úgynevezett	úgynevezett	[/Adj|Attr][Nom]
ingyenes	ingyenes	[/Adj][Nom]
adó	adó	[/N][Nom]
(	(	[Punct]
másoknak	más	[/N|Pro][Pl][Dat]
ellenszolgáltatás	ellenszolgáltatás	[/N][Nom]
nélkül	nélkül	[/Post]
anyagi	anyagi	[/Adj][Nom]
és	és	[/Cnj]
erkölcsi	erkölcsi	[/Adj][Nom]
értéket	érték	[/N][Acc]
nyújtó	nyújtó	[/Adj][Nom]
)	)	[Punct]
közösségek	közösség	[/N][Pl][Nom]
,	,	[Punct]
a	a	[/Det|Art.Def]
globálissá	globális	[/Adj][Transl]
terebélyesedő	terebélyesedő	[/Adj][Nom]
mozgalmak	mozgalom	[/N][Pl][Nom]
koordinálása	koordinálás	[/N][Poss.3Sg][Nom]
professzionalista	professzionalista	[/Adj][Nom]
irányítást	irányítás	[/N][Acc]
,	,	[Punct]
szervezést	szervezés	[/N][Acc]
igényel	igényel	[/V][Prs.NDef.3Sg]
.	.	[Punct]
#  ref: doc#2811
#  left_length: 17
#  kwic_length: 1
#  right_length: 13
#  sent: Ha azt mernék mondani , hogy valóban saját fajuk társaságát előnyben részesítik , és egyedül  akarnak maradni fehér/magyar eredetű társaik között , akkor őket javíthatatlanul gonosznak és gyűlölködőnek nevezik .
Ha	ha	[/Cnj]
azt	az	[/Det|Pro][Acc]
mernék	mer	[/V][Cond.NDef.1Sg]
mondani	mond	[/V][Inf]
,	,	[Punct]
hogy	hogy	[/Cnj]
valóban	valóban	[/Adv]
saját	saját	[/Adj][Nom]
fajuk	faj	[/N][Poss.3Pl][Nom]
társaságát	társaság	[/N][Poss.3Sg][Acc]
előnyben	előny	[/N][Ine]
részesítik	részesít	[/V][Prs.Def.3Pl]
,	,	[Punct]
és	és	[/Cnj]
egyedül	egyedül	[/Adv]
akarnak	akar	[/V][Prs.NDef.3Pl]
maradni	marad	[/V][Inf]
fehér/magyar	fehér/magyar	[/Adj][Nom]
eredetű	eredetű	[/Adj][Nom]
társaik	társ	[/N][Pl.Poss.3Pl][Nom]
között	között	[/Post]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
őket	ők	[/N|Pro][3Pl][Acc]
javíthatatlanul	javíthatatlan	[/Adj][_Manner/Adv]
gonosznak	gonosz	[/Adj][Dat]
és	és	[/Cnj]
gyűlölködőnek	gyűlölködő	[/Adj][Dat]
nevezik	nevez	[/V][Prs.Def.3Pl]
.	.	[Punct]
#  ref: doc#2811
#  left_length: 13
#  kwic_length: 1
#  right_length: 1
#  sent: No , de ezt a Paraziták még nem látják , nem  akarják látni !
No	no	[/Inj-Utt]
,	,	[Punct]
de	de	[/Cnj]
ezt	ez	[/Det|Pro][Acc]
a	a	[/Det|Art.Def]
Paraziták	parazita	[/N][Pl][Nom]
még	még	[/Adv]
nem	nem	[/Adv]
látják	lát	[/V][Prs.Def.3Pl]
,	,	[Punct]
nem	nem	[/Adv]
akarják	akar	[/V][Prs.Def.3Pl]
látni	lát	[/V][Inf]
!	!	[Punct]
#  ref: doc#2818
#  left_length: 3
#  kwic_length: 1
#  right_length: 13
#  sent: El  akarjuk mondani nekik , hogy a szépség múlandó , de ők nem hajlandók elhinni .
El	el	[/Prev]
akarjuk	akar	[/V][Prs.Def.1Pl]
mondani	mond	[/V][Inf]
nekik	ők	[/N|Pro][Dat][3Pl]
,	,	[Punct]
hogy	hogy	[/Cnj]
a	a	[/Det|Art.Def]
szépség	szépség	[/N][Nom]
múlandó	múlandó	[/Adj][Nom]
,	,	[Punct]
de	de	[/Cnj]
ők	ők	[/N|Pro][3Pl][Nom]
nem	nem	[/Adv]
hajlandók	hajlandó	[/Adj][Pl][Nom]
elhinni	elhisz	[/V][Inf]
.	.	[Punct]
#  ref: doc#2819
#  left_length: 6
#  kwic_length: 1
#  right_length: 10
#  sent: De ha nagyon szemetek  akarunk lenni , akkor a pályája hajnalán készült pornófilmet is idecitálhatjuk .
De	de	[/Cnj]
ha	ha	[/Cnj]
nagyon	nagyon	[/Adv]
szemetek	szemét	[/N][Pl][Nom]
akarunk	akar	[/V][Prs.NDef.1Pl]
lenni	lesz	[/V][Inf]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
a	a	[/Det|Art.Def]
pályája	pálya	[/N][Poss.3Sg][Nom]
hajnalán	hajnal	[/N][Poss.3Sg][Supe]
készült	készült	[/Adj][Nom]
pornófilmet	pornófilm	[/N][Acc]
is	is	[/Adv]
idecitálhatjuk	idecitál	[/V][_Mod/V][Prs.Def.1Pl]
.	.	[Punct]
#  ref: doc#2826
#  left_length: 15
#  kwic_length: 1
#  right_length: 8
#  sent: Erdély-szerte a Székelyföld Trianonjának nevezik azt régiós áta- lakítási tervet , amelyet Bukarest  akar ráerőltetni a térségre euró- pai uniós követelményekre hivatkozva .
Erdély-szerte	Erdély-szerte	[/Adv]
a	a	[/Det|Art.Def]
Székelyföld	Székelyföld	[/N][Nom]
Trianonjának	Trianon	[/N][Poss.3Sg][Dat]
nevezik	nevez	[/V][Prs.Def.3Pl]
azt	az	[/Det|Pro][Acc]
régiós	régiós	[/Adj][Nom]
áta-	áta	[/N][Nom][Hyph:Hyph]
lakítási	lakítási	[/Adj][Nom]
tervet	terv	[/N][Acc]
,	,	[Punct]
amelyet	amely	[/N|Pro|Rel][Acc]
Bukarest	Bukarest	[/N][Nom]
akar	akar	[/V][Prs.NDef.3Sg]
ráerőltetni	ráerőltet	[/V][Inf]
a	a	[/Det|Art.Def]
térségre	térség	[/N][Subl]
euró-	euró	[/N][Nom][Hyph:Hyph]
pai	pai	[/Adj][Nom]
uniós	uniós	[/Adj][Nom]
követelményekre	követelmény	[/N][Pl][Subl]
hivatkozva	hivatkozik	[/V][_AdvPtcp/Adv]
.	.	[Punct]
#  ref: doc#2828
#  left_length: 3
#  kwic_length: 1
#  right_length: 16
#  sent: Nem  akarnál elgondolkozni rajta , hogy pont az olyan beszéd miatt , amit itt nyomsz , van antiszemitizmus ?
Nem	nem	[/Adv]
akarnál	akar	[/V][Cond.NDef.2Sg]
elgondolkozni	elgondolkozik	[/V][Inf]
rajta	ő	[/N|Pro][Supe][3Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
pont	pont	[/Adv]
az	az	[/Det|Art.Def]
olyan	olyan	[/Adj|Pro][Nom]
beszéd	beszéd	[/N][Nom]
miatt	miatt	[/Post]
,	,	[Punct]
amit	ami	[/N|Pro|Rel][Acc]
itt	itt	[/Adv|Pro]
nyomsz	nyom	[/V][Prs.NDef.2Sg]
,	,	[Punct]
van	van	[/V][Prs.NDef.3Sg]
antiszemitizmus	antiszemitizmus	[/N][Nom]
?	?	[Punct]
#  ref: doc#2830
#  left_length: 2
#  kwic_length: 1
#  right_length: 20
#  sent: Én is segíteni akarok  azzal , hogy az évforduló napja " Legyen az új XXI. sz. ipari forradalom kezdete is ! "
Én	én	[/N|Pro][1Sg][Nom]
is	is	[/Adv]
segíteni	segít	[/V][Inf]
akarok	akar	[/V][Prs.NDef.1Sg]
azzal	az	[/Det|Pro][Ins]
,	,	[Punct]
hogy	hogy	[/Cnj]
az	az	[/Det|Art.Def]
évforduló	évforduló	[/N][Nom]
napja	nap	[/N][Poss.3Sg][Nom]
"	"	[Punct]
Legyen	lesz	[/V][Sbjv.NDef.3Sg]
az	az	[/Det|Art.Def]
új	új	[/Adj][Nom]
XXI.	XXI	[/Num|Roman][_Ord/Adj][Nom][]
sz.	sz.	[/N][Nom][Punct]
ipari	ipari	[/Adj][Nom]
forradalom	forradalom	[/N][Nom]
kezdete	kezdet	[/N][Poss.3Sg][Nom]
is	is	[/Adv]
!	!	[Punct]
"	"	[Punct]
#  ref: doc#2836
#  left_length: 17
#  kwic_length: 1
#  right_length: 1
#  sent: A folytatásban a Volán megpróbálta megszerezni a megnyugtató harmadik találatát , de ez csak nem  akart sikerülni .
A	a	[/Det|Art.Def]
folytatásban	folytatás	[/N][Ine]
a	a	[/Det|Art.Def]
Volán	volán	[/N][Nom]
megpróbálta	megpróbál	[/V][Pst.Def.3Sg]
megszerezni	megszerez	[/V][Inf]
a	a	[/Det|Art.Def]
megnyugtató	megnyugtató	[/Adj][Nom]
harmadik	három	[/Num][_Ord/Adj][Nom]
találatát	találat	[/N][Poss.3Sg][Acc]
,	,	[Punct]
de	de	[/Cnj]
ez	ez	[/Det|Pro][Nom]
csak	csak	[/Adv]
nem	nem	[/Adv]
akart	akar	[/V][Pst.NDef.3Sg]
sikerülni	sikerül	[/V][Inf]
.	.	[Punct]
#  ref: doc#2836
#  left_length: 21
#  kwic_length: 1
#  right_length: 19
#  sent: Számomra az igazi az , amikor valaki ADNI akar ( a saját értékeiből ) , és nem pedig az , ha KAPNI akar  ( elismerést , visszajelzést , dicséretet vendégektől , kollégáktól , hódolóktól , nap mint nap ) .
Számomra	számomra	[/Adv|Pro]
az	az	[/Det|Art.Def]
igazi	igazi	[/Adj][Nom]
az	az	[/Det|Pro][Nom]
,	,	[Punct]
amikor	amikor	[/Adv|Pro|Rel]
valaki	valaki	[/N|Pro][Nom]
ADNI	ad	[/V][Inf]
akar	akar	[/V][Prs.NDef.3Sg]
(	(	[Punct]
a	a	[/Det|Art.Def]
saját	saját	[/Adj][Nom]
értékeiből	érték	[/N][Pl.Poss.3Sg][Ela]
)	)	[Punct]
,	,	[Punct]
és	és	[/Cnj]
nem	nem	[/Adv]
pedig	pedig	[/Cnj]
az	az	[/Det|Pro][Nom]
,	,	[Punct]
ha	ha	[/Cnj]
KAPNI	kap	[/V][Inf]
akar	akar	[/V][Prs.NDef.3Sg]
(	(	[Punct]
elismerést	elismerés	[/N][Acc]
,	,	[Punct]
visszajelzést	visszajelzés	[/N][Acc]
,	,	[Punct]
dicséretet	dicséret	[/N][Acc]
vendégektől	vendég	[/N][Pl][Abl]
,	,	[Punct]
kollégáktól	kolléga	[/N][Pl][Abl]
,	,	[Punct]
hódolóktól	hódoló	[/N][Pl][Abl]
,	,	[Punct]
nap	nap	[/N][Nom]
mint	mint	[/Cnj]
nap	nap	[/N][Nom]
)	)	[Punct]
.	.	[Punct]
#  ref: doc#2841
#  left_length: 7
#  kwic_length: 1
#  right_length: 8
#  sent: Borcsi mesél Nos , nem  akarom elszomorítani a te szájadat , de : nem .
Borcsi	Borcsi	[/N][Nom]
mesél	mesél	[/V][Prs.NDef.3Sg]
Nos	nos	[/Inj-Utt]
,	,	[Punct]
nem	nem	[/Adv]
akarom	akar	[/V][Prs.Def.1Sg]
elszomorítani	elszomorít	[/V][Inf]
a	a	[/Det|Art.Def]
te	te	[/N|Pro][2Sg][Nom]
szájadat	száj	[/N][Poss.2Sg][Acc]
,	,	[Punct]
de	de	[/Cnj]
:	:	[Punct]
nem	nem	[/Adv]
.	.	[Punct]
#  ref: doc#2842
#  left_length: 11
#  kwic_length: 1
#  right_length: 21
#  sent: Hirdetés Bár Király György a bajai megismételt választás előtt  akarta megkapni a felvételt , a megrendezett jelenetet csak két nappal a voksolás után , október , 15-én vették fel egy mobiltelefonnal .
Hirdetés	hirdetés	[/N][Nom]
Bár	bár	[/Cnj]
Király	király	[/N][Nom]
György	György	[/N][Nom]
a	a	[/Det|Art.Def]
bajai	baj	[/N][Pl.Poss.3Sg][Nom]
megismételt	megismételt	[/Adj][Nom]
választás	választás	[/N][Nom]
előtt	előtt	[/Post]
akarta	akar	[/V][Pst.Def.3Sg]
megkapni	megkap	[/V][Inf]
a	a	[/Det|Art.Def]
felvételt	felvétel	[/N][Acc]
,	,	[Punct]
a	a	[/Det|Art.Def]
megrendezett	megrendezett	[/Adj][Nom]
jelenetet	jelenet	[/N][Acc]
csak	csak	[/Adv]
két	két	[/Num|Attr][Nom]
nappal	nap	[/N][Ins]
a	a	[/Det|Art.Def]
voksolás	voksolás	[/N][Nom]
után	után	[/Post]
,	,	[Punct]
október	október	[/N][Nom]
,	,	[Punct]
15-én	15-én	[/N][Nom]
vették	vesz	[/V][Pst.Def.3Pl]
fel	fel	[/Prev]
egy	egy	[/Det|Art.NDef]
mobiltelefonnal	mobiltelefon	[/N][Ins]
.	.	[Punct]
#  ref: doc#2846
#  left_length: 6
#  kwic_length: 1
#  right_length: 29
#  sent: Ha egy jó csapatban  akarsz dolgozni , egy jó hangulatú helyen , korrekt fizetésért , ahol csomó lehetőség tárul eléd ( éves bejelentett állás , rendezvényeken való munka .... stb ) , akkor jelentkezz !
Ha	ha	[/Cnj]
egy	egy	[/Det|Art.NDef]
jó	jó	[/Adj][Nom]
csapatban	csapat	[/N][Ine]
akarsz	akar	[/V][Prs.NDef.2Sg]
dolgozni	dolgozik	[/V][Inf]
,	,	[Punct]
egy	egy	[/Det|Art.NDef]
jó	jó	[/Adj][Nom]
hangulatú	hangulatú	[/Adj][Nom]
helyen	hely	[/N][Supe]
,	,	[Punct]
korrekt	korrekt	[/Adj][Nom]
fizetésért	fizetés	[/N][Cau]
,	,	[Punct]
ahol	ahol	[/Adv|Pro|Rel]
csomó	csomó	[/Num][Nom]
lehetőség	lehetőség	[/N][Nom]
tárul	tárul	[/V][Prs.NDef.3Sg]
eléd	elé	[/Post][2Sg]
(	(	[Punct]
éves	éves	[/Adj][Nom]
bejelentett	bejelentett	[/Adj][Nom]
állás	állás	[/N][Nom]
,	,	[Punct]
rendezvényeken	rendezvény	[/N][Pl][Supe]
való	való	[/Adj][Nom]
munka	munka	[/N][Nom]
....	....	[Punct]
stb	stb	[/N][Nom]
)	)	[Punct]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
jelentkezz	jelentkezik	[/V][Sbjv.NDef.2Sg]
!	!	[Punct]
#  ref: doc#2850
#  left_length: 8
#  kwic_length: 1
#  right_length: 2
#  sent: Nem elég a jóra vágyni , a jót akarni kell .
Nem	nem	[/Adv]
elég	elég	[/Adv]
a	a	[/Det|Art.Def]
jóra	jó	[/Adj][Subl]
vágyni	vágyik	[/V][Inf]
,	,	[Punct]
a	a	[/Det|Art.Def]
jót	jó	[/Adj][Acc]
akarni	akar	[/V][Inf]
kell	kell	[/V][Prs.NDef.3Sg]
